unicode	汉字	频率	旧频率	拼音
\u7cf2	糲	9		
\u7cf4	糴	9		
\u7cf6	糶	9		
\u7cf7	糷	9		
\u7cfd	糽	9		
\u7d01	紁	9		
\u7d02	紂	9		
\u7d03	紃	9		
\u7d06	紆	9		
\u7d07	紇	9		
\u7d08	紈	9		
\u7d09	紉	9		
\u7d0c	紌	9		
\u7d0e	紎	9		
\u7d0f	紏	9		
\u7d11	紑	9		
\u7d12	紒	9		
\u7d13	紓	9		
\u7d15	紕	9		
\u7d16	紖	9		
\u7d18	紘	9		
\u7d1c	紜	9		
\u7d1d	紝	9		
\u7d1e	紞	9		
\u7d1f	紟	9		
\u7d21	紡	9		
\u7d28	紨	9		
\u7d29	紩	9		
\u7d2c	紬	9		
\u7d31	紱	9		
\u7d32	紲	9		
\u7d35	紵	9		
\u7d36	紶	9		
\u7d38	紸	9		
\u7d3a	紺	9		
\u7d3b	紻	9		
\u7d3c	紼	9		
\u7d3d	紽	9		
\u7d3e	紾	9		
\u7d3f	紿	9		
\u7d40	絀	9		
\u7d41	絁	9		
\u7d45	絅	9		
\u7d47	絇	9		
\u7d4a	絊	9		
\u7d4e	絎	9		
\u7d4f	絏	9		
\u7d51	絑	9		
\u7d52	絒	9		
\u7d53	絓	9		
\u7d54	絔	9		
\u7d56	絖	9		
\u7d58	絘	9		
\u7d5b	絛	9		
\u7d5c	絜	9		
\u7d5e	絞	9		
\u7d5f	絟	9		
\u7d62	絢	9		
\u7d63	絣	9		
\u7d67	絧	9		
\u7d69	絩	9		
\u7d6a	絪	9		
\u7d6b	絫	9		
\u7d6d	絭	9		
\u7d6f	絯	9		
\u7d70	絰	9		
\u7d73	絳	9		
\u7d79	絹	9		
\u7d7a	絺	9		
\u7d7b	絻	9		
\u7d7c	絼	9		
\u7d7d	絽	9		
\u7d7f	絿	9		
\u7d80	綀	9		
\u7d83	綃	9		
\u7d84	綄	9		
\u7d85	綅	9		
\u7d86	綆	9		
\u7d88	綈	9		
\u7d8c	綌	9		
\u7d8d	綍	9		
\u7d8e	綎	9		
\u7d8f	綏	9		
\u7d91	綑	9		
\u7d92	綒	9		
\u7d94	綔	9		
\u7d96	綖	9		
\u7d9d	綝	9		
\u7d9e	綞	9		
\u7d9f	綟	9		
\u7da1	綡	9		
\u7da2	綢	9		
\u7da3	綣	9		
\u7da7	綧	9		
\u7da9	綩	9		
\u7daa	綪	9		
\u7dac	綬	9		
\u7daf	綯	9		
\u7db0	綰	9		
\u7db4	綴	9		
\u7db5	綵	9		
\u7db7	綷	9		
\u7db9	綹	9		
\u7dbc	綼	9		
\u7dbe	綾	9		
\u7dc0	緀	9		
\u7dc1	緁	9		
\u7dc2	緂	9		
\u7dc4	緄	9		
\u7dc5	緅	9		
\u7dc6	緆	9		
\u7dc7	緇	9		
\u7dc9	緉	9		
\u7dcb	緋	9		
\u7dcc	緌	9		
\u7dce	緎	9		
\u7dd7	緗	9		
\u7dd8	緘	9		
\u7dd9	緙	9		
\u7ddb	緛	9		
\u7dde	緞	9		
\u7ddf	緟	9		
\u7de1	緡	9		
\u7de6	緦	9		
\u7de7	緧	9		
\u7dea	緪	9		
\u7dec	緬	9		
\u7dee	緮	9		
\u7df0	緰	9		
\u7df1	緱	9		
\u7df2	緲	9		
\u7df3	緳	9		
\u7df6	緶	9		
\u7df7	緷	9		
\u7df9	緹	9		
\u7dfa	緺	9		
\u7e03	縃	9		
\u7e08	縈	9		
\u7e09	縉	9		
\u7e0a	縊	9		
\u7e0b	縋	9		
\u7e0c	縌	9		
\u7e0d	縍	9		
\u7e0e	縎	9		
\u7e0f	縏	9		
\u7e10	縐	9		
\u7e11	縑	9		
\u7e12	縒	9		
\u7e13	縓	9		
\u7e14	縔	9		
\u7e15	縕	9		
\u7e16	縖	9		
\u7e17	縗	9		
\u7e1a	縚	9		
\u7e1c	縜	9		
\u7e1d	縝	9		
\u7e1e	縞	9		
\u7e1f	縟	9		
\u7e20	縠	9		
\u7e21	縡	9		
\u7e22	縢	9		
\u7e24	縤	9		
\u7e25	縥	9		
\u7e29	縩	9		
\u7e2a	縪	9		
\u7e2d	縭	9		
\u7e2f	縯	9		
\u7e30	縰	9		
\u7e32	縲	9		
\u7e33	縳	9		
\u7e34	縴	9		
\u7e35	縵	9		
\u7e36	縶	9		
\u7e37	縷	9		
\u7e38	縸	9		
\u7e39	縹	9		
\u7e3a	縺	9		
\u7e3c	縼	9		
\u7e3f	縿	9		
\u7e40	繀	9		
\u7e42	繂	9		
\u7e43	繃	9		
\u7e45	繅	9		
\u7e46	繆	9		
\u7e48	繈	9		
\u7e49	繉	9		
\u7e4c	繌	9		
\u7e50	繐	9		
\u7e51	繑	9		
\u7e52	繒	9		
\u7e53	繓	9		
\u7e56	繖	9		
\u7e57	繗	9		
\u7e58	繘	9		
\u7e59	繙	9		
\u7e5a	繚	9		
\u7e5c	繜	9		
\u7e5f	繟	9		
\u7e60	繠	9		
\u7e62	繢	9		
\u7e63	繣	9		
\u7e68	繨	9		
\u7e6f	繯	9		
\u7e70	繰	9		
\u7e72	繲	9		
\u7e74	繴	9		
\u7e75	繵	9		
\u7e76	繶	9		
\u7e77	繷	9		
\u7e78	繸	9		
\u7e79	繹	9		
\u7e7a	繺	9		
\u7e7b	繻	9		
\u7e7e	繾	9		
\u7e80	纀	9		
\u7e81	纁	9		
\u7e86	纆	9		
\u7e87	纇	9		
\u7e88	纈	9		
\u7e8a	纊	9		
\u7e8b	纋	9		
\u7e8d	纍	9		
\u7e91	纑	9		
\u7e93	纓	9		
\u7e94	纔	9		
\u7e95	纕	9		
\u7e97	纗	9		
\u7e98	纘	9		
\u7e99	纙	9		
\u7e9a	纚	9		
\u7e9c	纜	9		
\u7f39	缹	9		
\u7f3d	缽	9		
\u7f3e	缾	9		
\u7f3f	缿	9		
\u7f43	罃	9		
\u7f48	罈	9		
\u7f4a	罊	9		
\u7f4b	罋	9		
\u7f4c	罌	9		
\u7f4d	罍	9		
\u7f4f	罏	9		
\u7f5b	罛	9		
\u7f5c	罜	9		
\u7f5d	罝	9		
\u7f5e	罞	9		
\u7f60	罠	9		
\u7f63	罣	9		
\u7f65	罥	9		
\u7f66	罦	9		
\u7f67	罧	9		
\u7f6b	罫	9		
\u7f6c	罬	9		
\u7f6d	罭	9		
\u7f73	罳	9		
\u7f76	罶	9		
\u7f7a	罺	9		
\u7f7b	罻	9		
\u7f7c	罼	9		
\u7f7f	罿	9		
\u7f83	羃	9		
\u7f86	羆	9		
\u7f87	羇	9		
\u7f88	羈	9		
\u7f89	羉	9		
\u7f8b	羋	9		
\u7f8d	羍	9		
\u7f92	羒	9		
\u7f95	羕	9		
\u7f96	羖	9		
\u7f9b	羛	9		
\u7f9c	羜	9		
\u7fa0	羠	9		
\u7fa2	羢	9		
\u7fa5	羥	9		
\u7fa6	羦	9		
\u7fac	羬	9		
\u7fad	羭	9		
\u7fb1	羱	9		
\u7fb3	羳	9		
\u7fb5	羵	9		
\u7fb6	羶	9		
\u7fb7	羷	9		
\u7fba	羺	9		
\u7fbb	羻	9		
\u7fbe	羾	9		
\u7fc0	翀	9		
\u7fc2	翂	9		
\u7fc3	翃	9		
\u7fc7	翇	9		
\u7fc9	翉	9		
\u7fcb	翋	9		
\u7fcd	翍	9		
\u7fcf	翏	9		
\u7fd0	翐	9		
\u7fd1	翑	9		
\u7fd7	翗	9		
\u7fdb	翛	9		
\u7fdc	翜	9		
\u7fde	翞	9		
\u7fe2	翢	9		
\u7fe3	翣	9		
\u7fe8	翨	9		
\u7fea	翪	9		
\u7feb	翫	9		
\u7fec	翬	9		
\u7fed	翭	9		
\u7ff2	翲	9		
\u7ff4	翴	9		
\u7ff5	翵	9		
\u7ff7	翷	9		
\u7ff8	翸	9		
\u7ffd	翽	9		
\u7ffe	翾	9		
\u7fff	翿	9		
\u8007	耇	9		
\u800e	耎	9		
\u800f	耏	9		
\u8011	耑	9		
\u801b	耛	9		
\u801e	耞	9		
\u801f	耟	9		
\u8021	耡	9		
\u8024	耤	9		
\u802c	耬	9		
\u8034	耴	9		
\u8039	耹	9		
\u803e	耾	9		
\u8047	聇	9		
\u8048	聈	9		
\u804f	聏	9		
\u8050	聐	9		
\u8051	聑	9		
\u805c	聜	9		
\u805d	聝	9		
\u8064	聤	9		
\u8067	聧	9		
\u806c	聬	9		
\u8075	聵	9		
\u8078	聸	9		
\u8079	聹	9		
\u807e	聾	9		
\u8082	肂	9		
\u808a	肊	9		
\u808f	肏	9		
\u8090	肐	9		
\u8092	肒	9		
\u8095	肕	9		
\u8099	肙	9		
\u80a3	肣	9		
\u80b5	肵	9		
\u80b8	肸	9		
\u80c5	胅	9		
\u80c7	胇	9		
\u80c8	胈	9		
\u80c9	胉	9		
\u80ca	胊	9		
\u80d0	胐	9		
\u80d1	胑	9		
\u80d4	胔	9		
\u80d5	胕	9		
\u80d8	胘	9		
\u80e0	胠	9		
\u80e3	胣	9		
\u80e6	胦	9		
\u80f5	胵	9		
\u80f9	胹	9		
\u80fb	胻	9		
\u80fe	胾	9		
\u8100	脀	9		
\u8101	脁	9		
\u8115	脕	9		
\u8119	脙	9		
\u811b	脛	9		
\u811d	脝	9		
\u811f	脟	9		
\u8121	脡	9		
\u8122	脢	9		
\u8123	脣	9		
\u8124	脤	9		
\u8125	脥	9		
\u8127	脧	9		
\u8129	脩	9		
\u812d	脭	9		
\u8130	脰	9		
\u813a	脺	9		
\u813d	脽	9		
\u8143	腃	9		
\u8144	腄	9		
\u8147	腇	9		
\u814d	腍	9		
\u814f	腏	9		
\u815b	腛	9		
\u815c	腜	9		
\u815e	腞	9		
\u8161	腡	9		
\u8162	腢	9		
\u8164	腤	9		
\u816f	腯	9		
\u8172	腲	9		
\u8176	腶	9		
\u8177	腷	9		
\u8183	膃	9		
\u8186	膆	9		
\u8187	膇	9		
\u8189	膉	9		
\u818b	膋	9		
\u818c	膌	9		
\u818d	膍	9		
\u8195	膕	9		
\u8197	膗	9		
\u819e	膞	9		
\u819f	膟	9		
\u81a2	膢	9		
\u81a7	膧	9		
\u81ab	膫	9		
\u81ac	膬	9		
\u81ae	膮	9		
\u81b0	膰	9		
\u81b1	膱	9		
\u81b2	膲	9		
\u81b4	膴	9		
\u81b5	膵	9		
\u81b7	膷	9		
\u81b9	膹	9		
\u81bc	膼	9		
\u81be	膾	9		
\u81bf	膿	9		
\u81c4	臄	9		
\u81c5	臅	9		
\u81c7	臇	9		
\u81cd	臍	9		
\u81cf	臏	9		
\u81d0	臐	9		
\u81d2	臒	9		
\u81d5	臕	9		
\u81d7	臗	9		
\u81d9	臙	9		
\u81da	臚	9		
\u81db	臛	9		
\u81dd	臝	9		
\u81de	臞	9		
\u81e0	臠	9		
\u81e1	臡	9		
\u81e2	臢	9		
\u81e6	臦	9		
\u81e9	臩	9		
\u81ee	臮	9		
\u81f2	臲	9		
\u81f7	臷	9		
\u81f8	臸	9		
\u81f9	臹	9		
\u81ff	臿	9		
\u820b	舋	9		
\u8211	舑	9		
\u8215	舕	9		
\u8216	舖	9		
\u821d	舝	9		
\u8220	舠	9		
\u8225	舥	9		
\u8232	舲	9		
\u823a	舺	9		
\u823c	舼	9		
\u823d	舽	9		
\u823f	舿	9		
\u8240	艀	9		
\u8242	艂	9		
\u8245	艅	9		
\u824e	艎	9		
\u8250	艐	9		
\u8251	艑	9		
\u8252	艒	9		
\u8253	艓	9		
\u8255	艕	9		
\u8256	艖	9		
\u8257	艗	9		
\u8259	艙	9		
\u825b	艛	9		
\u825c	艜	9		
\u825e	艞	9		
\u8261	艡	9		
\u8263	艣	9		
\u8264	艤	9		
\u8269	艩	9		
\u826b	艫	9		
\u826c	艬	9		
\u826d	艭	9		
\u8275	艵	9		
\u8277	艷	9		
\u8278	艸	9		
\u827c	艼	9		
\u8280	芀	9		
\u8283	芃	9		
\u8285	芅	9		
\u8290	芐	9		
\u8293	芓	9		
\u8294	芔	9		
\u829a	芚	9		
\u829b	芛	9		
\u829e	芞	9		
\u82a0	芠	9		
\u82a2	芢	9		
\u82a3	芣	9		
\u82a7	芧	9		
\u82b5	芵	9		
\u82b6	芶	9		
\u82ba	芺	9		
\u82bb	芻	9		
\u82c0	苀	9		
\u82c2	苂	9		
\u82c3	苃	9		
\u82d6	苖	9		
\u82d9	苙	9		
\u82e7	苧	9		
\u82e8	苨	9		
\u82ea	苪	9		
\u82ec	苬	9		
\u82ed	苭	9		
\u82f0	苰	9		
\u82f2	苲	9		
\u82f3	苳	9		
\u82f5	苵	9		
\u82f6	苶	9		
\u82fa	苺	9		
\u82fe	苾	9		
\u8316	茖	9		
\u8319	茙	9		
\u831e	茞	9		
\u8320	茠	9		
\u8322	茢	9		
\u8324	茤	9		
\u8325	茥	9		
\u8326	茦	9		
\u8329	茩	9		
\u832a	茪	9		
\u8337	茷	9		
\u833b	茻	9		
\u833f	茿	9		
\u8341	荁	9		
\u8342	荂	9		
\u8344	荄	9		
\u8345	荅	9		
\u8348	荈	9		
\u834a	荊	9		
\u834b	荋	9		
\u834c	荌	9		
\u834d	荍	9		
\u834e	荎	9		
\u8353	荓	9		
\u8356	荖	9		
\u8374	荴	9		
\u8375	荵	9		
\u8376	荶	9		
\u837a	荺	9		
\u837e	荾	9		
\u837f	荿	9		
\u8381	莁	9		
\u8383	莃	9		
\u8387	莇	9		
\u8388	莈	9		
\u838b	莋	9		
\u838c	莌	9		
\u838d	莍	9		
\u838f	莏	9		
\u8390	莐	9		
\u8394	莔	9		
\u8395	莕	9		
\u8397	莗	9		
\u839a	莚	9		
\u839d	莝	9		
\u83a2	莢	9		
\u83a3	莣	9		
\u83a4	莤	9		
\u83a5	莥	9		
\u83a6	莦	9		
\u83a7	莧	9		
\u83ae	莮	9		
\u83af	莯	9		
\u83bf	莿	9		
\u83c3	菃	9		
\u83c4	菄	9		
\u83c6	菆	9		
\u83c8	菈	9		
\u83c9	菉	9		
\u83cb	菋	9		
\u83ce	菎	9		
\u83d1	菑	9		
\u83d5	菕	9		
\u83d7	菗	9		
\u83d9	菙	9		
\u83db	菛	9		
\u83de	菞	9		
\u83e2	菢	9		
\u83e3	菣	9		
\u83e4	菤	9		
\u83e7	菧	9		
\u83e8	菨	9		
\u83eb	菫	9		
\u83ec	菬	9		
\u83ee	菮	9		
\u83f3	菳	9		
\u83f4	菴	9		
\u83f5	菵	9		
\u83f6	菶	9		
\u83fa	菺	9		
\u83fb	菻	9		
\u83fe	菾	9		
\u83ff	菿	9		
\u8407	萇	9		
\u8409	萉	9		
\u8410	萐	9		
\u8412	萒	9		
\u8413	萓	9		
\u841b	萛	9		
\u8423	萣	9		
\u842b	萫	9		
\u842d	萭	9		
\u842f	萯	9		
\u8430	萰	9		
\u8432	萲	9		
\u8433	萳	9		
\u8434	萴	9		
\u8435	萵	9		
\u8436	萶	9		
\u8437	萷	9		
\u8439	萹	9		
\u843a	萺	9		
\u843b	萻	9		
\u843f	萿	9		
\u8440	葀	9		
\u8442	葂	9		
\u8443	葃	9		
\u8444	葄	9		
\u8445	葅	9		
\u8447	葇	9		
\u844b	葋	9		
\u844c	葌	9		
\u844d	葍	9		
\u844e	葎	9		
\u8450	葐	9		
\u8452	葒	9		
\u8454	葔	9		
\u845d	葝	9		
\u845e	葞	9		
\u845f	葟	9		
\u8460	葠	9		
\u8465	葥	9		
\u8467	葧	9		
\u8468	葨	9		
\u846e	葮	9		
\u846f	葯	9		
\u8470	葰	9		
\u8474	葴	9		
\u8477	葷	9		
\u8479	葹	9		
\u847d	葽	9		
\u847e	葾	9		
\u8486	蒆	9		
\u848d	蒍	9		
\u848f	蒏	9		
\u8491	蒑	9		
\u8494	蒔	9		
\u8498	蒘	9		
\u849a	蒚	9		
\u849b	蒛	9		
\u849d	蒝	9		
\u84a0	蒠	9		
\u84a2	蒢	9		
\u84a4	蒤	9		
\u84a7	蒧	9		
\u84a8	蒨	9		
\u84a9	蒩	9		
\u84aa	蒪	9		
\u84ab	蒫	9		
\u84ac	蒬	9		
\u84ae	蒮	9		
\u84b0	蒰	9		
\u84b1	蒱	9		
\u84b6	蒶	9		
\u84bb	蒻	9		
\u84c0	蓀	9		
\u84c5	蓅	9		
\u84c6	蓆	9		
\u84cc	蓌	9		
\u84ce	蓎	9		
\u84cf	蓏	9		
\u84d2	蓒	9		
\u84d4	蓔	9		
\u84d7	蓗	9		
\u84db	蓛	9		
\u84e7	蓧	9		
\u84e8	蓨	9		
\u84e9	蓩	9		
\u84ea	蓪	9		
\u84eb	蓫	9		
\u84ef	蓯	9		
\u84f1	蓱	9		
\u84f2	蓲	9		
\u84f3	蓳	9		
\u84f4	蓴	9		
\u84f6	蓶	9		
\u84f7	蓷	9		
\u84f9	蓹	9		
\u84fa	蓺	9		
\u84fb	蓻	9		
\u84fd	蓽	9		
\u84fe	蓾	9		
\u8500	蔀	9		
\u8502	蔂	9		
\u8506	蔆	9		
\u8507	蔇	9		
\u8508	蔈	9		
\u8509	蔉	9		
\u850a	蔊	9		
\u850b	蔋	9		
\u850d	蔍	9		
\u850e	蔎	9		
\u850f	蔏	9		
\u8512	蔒	9		
\u8515	蔕	9		
\u8516	蔖	9		
\u8518	蔘	9		
\u8519	蔙	9		
\u851c	蔜	9		
\u851d	蔝	9		
\u851e	蔞	9		
\u8520	蔠	9		
\u8524	蔤	9		
\u8526	蔦	9		
\u8527	蔧	9		
\u8528	蔨	9		
\u8529	蔩	9		
\u852a	蔪	9		
\u852e	蔮	9		
\u852f	蔯	9		
\u8530	蔰	9		
\u8531	蔱	9		
\u853e	蔾	9		
\u8540	蕀	9		
\u8541	蕁	9		
\u8544	蕄	9		
\u8545	蕅	9		
\u8546	蕆	9		
\u8547	蕇	9		
\u854d	蕍	9		
\u854e	蕎	9		
\u8551	蕑	9		
\u8553	蕓	9		
\u8554	蕔	9		
\u8555	蕕	9		
\u8557	蕗	9		
\u8558	蕘	9		
\u855b	蕛	9		
\u855d	蕝	9		
\u8560	蕠	9		
\u8561	蕡	9		
\u8562	蕢	9		
\u8563	蕣	9		
\u8565	蕥	9		
\u8566	蕦	9		
\u8567	蕧	9		
\u856a	蕪	9		
\u856b	蕫	9		
\u856c	蕬	9		
\u856e	蕮	9		
\u8571	蕱	9		
\u8575	蕵	9		
\u8576	蕶	9		
\u8577	蕷	9		
\u8578	蕸	9		
\u857c	蕼	9		
\u8580	薀	9		
\u8581	薁	9		
\u8582	薂	9		
\u8583	薃	9		
\u8586	薆	9		
\u8588	薈	9		
\u8589	薉	9		
\u858a	薊	9		
\u858b	薋	9		
\u858c	薌	9		
\u858d	薍	9		
\u858e	薎	9		
\u8590	薐	9		
\u8591	薑	9		
\u8594	薔	9		
\u8595	薕	9		
\u8596	薖	9		
\u8598	薘	9		
\u8599	薙	9		
\u859a	薚	9		
\u859d	薝	9		
\u859e	薞	9		
\u859f	薟	9		
\u85a0	薠	9		
\u85a1	薡	9		
\u85a2	薢	9		
\u85a3	薣	9		
\u85a7	薧	9		
\u85b1	薱	9		
\u85b3	薳	9		
\u85b4	薴	9		
\u85b5	薵	9		
\u85b6	薶	9		
\u85b8	薸	9		
\u85ba	薺	9		
\u85bd	薽	9		
\u85be	薾	9		
\u85bf	薿	9		
\u85c0	藀	9		
\u85c2	藂	9		
\u85c3	藃	9		
\u85c4	藄	9		
\u85c5	藅	9		
\u85c6	藆	9		
\u85c7	藇	9		
\u85c8	藈	9		
\u85cb	藋	9		
\u85ce	藎	9		
\u85d1	藑	9		
\u85d2	藒	9		
\u85d7	藗	9		
\u85d8	藘	9		
\u85d9	藙	9		
\u85da	藚	9		
\u85de	藞	9		
\u85df	藟	9		
\u85e1	藡	9		
\u85e2	藢	9		
\u85e3	藣	9		
\u85e6	藦	9		
\u85e8	藨	9		
\u85ea	藪	9		
\u85eb	藫	9		
\u85ec	藬	9		
\u85ed	藭	9		
\u85ef	藯	9		
\u85f0	藰	9		
\u85f1	藱	9		
\u85f2	藲	9		
\u85f6	藶	9		
\u85f7	藷	9		
\u85f8	藸	9		
\u85f9	藹	9		
\u85fa	藺	9		
\u85fd	藽	9		
\u85fe	藾	9		
\u8600	蘀	9		
\u8601	蘁	9		
\u8604	蘄	9		
\u8609	蘉	9		
\u860c	蘌	9		
\u8617	蘗	9		
\u8619	蘙	9		
\u861a	蘚	9		
\u861b	蘛	9		
\u861c	蘜	9		
\u861e	蘞	9		
\u861f	蘟	9		
\u8620	蘠	9		
\u8621	蘡	9		
\u8622	蘢	9		
\u8623	蘣	9		
\u8624	蘤	9		
\u8625	蘥	9		
\u8626	蘦	9		
\u862a	蘪	9		
\u862c	蘬	9		
\u862e	蘮	9		
\u8631	蘱	9		
\u8632	蘲	9		
\u8633	蘳	9		
\u8634	蘴	9		
\u8635	蘵	9		
\u8636	蘶	9		
\u8639	蘹	9		
\u863a	蘺	9		
\u863b	蘻	9		
\u863e	蘾	9		
\u8640	虀	9		
\u8643	虃	9		
\u8646	虆	9		
\u8647	虇	9		
\u8648	虈	9		
\u864b	虋	9		
\u864c	虌	9		
\u864d	虍	9		
\u8652	虒	9		
\u8653	虓	9		
\u8656	虖	9		
\u8659	虙	9		
\u865c	虜	9		
\u8661	虡	9		
\u8663	虣	9		
\u8664	虤	9		
\u8665	虥	9		
\u8668	虨	9		
\u8669	虩	9		
\u866a	虪	9		
\u866d	虭	9		
\u866f	虯	9		
\u8670	虰	9		
\u8673	虳	9		
\u8674	虴	9		
\u8677	虷	9		
\u8685	蚅	9		
\u8686	蚆	9		
\u8687	蚇	9		
\u868e	蚎	9		
\u8690	蚐	9		
\u8691	蚑	9		
\u8694	蚔	9		
\u8696	蚖	9		
\u8697	蚗	9		
\u8698	蚘	9		
\u8699	蚙	9		
\u869a	蚚	9		
\u869e	蚞	9		
\u86a1	蚡	9		
\u86a2	蚢	9		
\u86a5	蚥	9		
\u86b3	蚳	9		
\u86b7	蚷	9		
\u86b8	蚸	9		
\u86b9	蚹	9		
\u86bb	蚻	9		
\u86bc	蚼	9		
\u86bd	蚽	9		
\u86be	蚾	9		
\u86bf	蚿	9		
\u86c1	蛁	9		
\u86c2	蛂	9		
\u86c3	蛃	9		
\u86c5	蛅	9		
\u86c8	蛈	9		
\u86cc	蛌	9		
\u86d3	蛓	9		
\u86d6	蛖	9		
\u86d7	蛗	9		
\u86da	蛚	9		
\u86dc	蛜	9		
\u86dd	蛝	9		
\u86e2	蛢	9		
\u86e3	蛣	9		
\u86e6	蛦	9		
\u86e8	蛨	9		
\u86ea	蛪	9		
\u86eb	蛫	9		
\u86ec	蛬	9		
\u86f5	蛵	9		
\u86f6	蛶	9		
\u86f7	蛷	9		
\u86fa	蛺	9		
\u86fb	蛻	9		
\u8701	蜁	9		
\u8704	蜄	9		
\u8705	蜅	9		
\u8706	蜆	9		
\u870b	蜋	9		
\u870c	蜌	9		
\u8711	蜑	9		
\u8719	蜙	9		
\u871b	蜛	9		
\u8720	蜠	9		
\u8724	蜤	9		
\u8726	蜦	9		
\u8727	蜧	9		
\u8728	蜨	9		
\u872a	蜪	9		
\u872c	蜬	9		
\u872d	蜭	9		
\u8730	蜰	9		
\u8732	蜲	9		
\u8733	蜳	9		
\u8735	蜵	9		
\u8738	蜸	9		
\u873a	蜺	9		
\u873c	蜼	9		
\u8740	蝀	9		
\u8741	蝁	9		
\u8742	蝂	9		
\u8743	蝃	9		
\u8746	蝆	9		
\u874d	蝍	9		
\u874f	蝏	9		
\u8750	蝐	9		
\u8751	蝑	9		
\u8752	蝒	9		
\u8754	蝔	9		
\u8756	蝖	9		
\u8758	蝘	9		
\u875a	蝚	9		
\u875b	蝛	9		
\u875c	蝜	9		
\u875d	蝝	9		
\u875e	蝞	9		
\u875f	蝟	9		
\u8761	蝡	9		
\u8762	蝢	9		
\u8767	蝧	9		
\u8768	蝨	9		
\u8769	蝩	9		
\u876a	蝪	9		
\u876b	蝫	9		
\u876c	蝬	9		
\u876d	蝭	9		
\u876f	蝯	9		
\u8773	蝳	9		
\u8775	蝵	9		
\u8777	蝷	9		
\u8779	蝹	9		
\u877a	蝺	9		
\u8781	螁	9		
\u8784	螄	9		
\u8787	螇	9		
\u8789	螉	9		
\u878f	螏	9		
\u8790	螐	9		
\u8791	螑	9		
\u8792	螒	9		
\u8794	螔	9		
\u8796	螖	9		
\u8798	螘	9		
\u879a	螚	9		
\u879b	螛	9		
\u879c	螜	9		
\u879d	螝	9		
\u87a4	螤	9		
\u87aa	螪	9		
\u87ae	螮	9		
\u87b0	螰	9		
\u87b2	螲	9		
\u87b4	螴	9		
\u87b6	螶	9		
\u87b7	螷	9		
\u87b8	螸	9		
\u87b9	螹	9		
\u87bb	螻	9		
\u87bc	螼	9		
\u87be	螾	9		
\u87bf	螿	9		
\u87c2	蟂	9		
\u87c3	蟃	9		
\u87c5	蟅	9		
\u87c8	蟈	9		
\u87c9	蟉	9		
\u87cc	蟌	9		
\u87d4	蟔	9		
\u87d7	蟗	9		
\u87d8	蟘	9		
\u87d9	蟙	9		
\u87dc	蟜	9		
\u87dd	蟝	9		
\u87de	蟞	9		
\u87df	蟟	9		
\u87e1	蟡	9		
\u87e2	蟢	9		
\u87e3	蟣	9		
\u87e4	蟤	9		
\u87e6	蟦	9		
\u87e7	蟧	9		
\u87e8	蟨	9		
\u87eb	蟫	9		
\u87ed	蟭	9		
\u87ef	蟯	9		
\u87f3	蟳	9		
\u87f4	蟴	9		
\u87f6	蟶	9		
\u87f7	蟷	9		
\u87fa	蟺	9		
\u87fc	蟼	9		
\u87ff	蟿	9		
\u8800	蠀	9		
\u8801	蠁	9		
\u8802	蠂	9		
\u8806	蠆	9		
\u8808	蠈	9		
\u8809	蠉	9		
\u880c	蠌	9		
\u8810	蠐	9		
\u8811	蠑	9		
\u8814	蠔	9		
\u8817	蠗	9		
\u8819	蠙	9		
\u881c	蠜	9		
\u881d	蠝	9		
\u8820	蠠	9		
\u8823	蠣	9		
\u8824	蠤	9		
\u8825	蠥	9		
\u8826	蠦	9		
\u8828	蠨	9		
\u8829	蠩	9		
\u882a	蠪	9		
\u882b	蠫	9		
\u882c	蠬	9		
\u882e	蠮	9		
\u882f	蠯	9		
\u8830	蠰	9		
\u8831	蠱	9		
\u8833	蠳	9		
\u8835	蠵	9		
\u8837	蠷	9		
\u8838	蠸	9		
\u883d	蠽	9		
\u883e	蠾	9		
\u883f	蠿	9		
\u8841	衁	9		
\u8843	衃	9		
\u8848	衈	9		
\u884a	衊	9		
\u884b	衋	9		
\u884e	衎	9		
\u8852	衒	9		
\u8855	衕	9		
\u8856	衖	9		
\u885a	衚	9		
\u8867	衧	9		
\u886a	衪	9		
\u886d	衭	9		
\u886f	衯	9		
\u8871	衱	9		
\u8874	衴	9		
\u8875	衵	9		
\u8876	衶	9		
\u8879	衹	9		
\u887c	衼	9		
\u8880	袀	9		
\u8883	袃	9		
\u8889	袉	9		
\u888c	袌	9		
\u888e	袎	9		
\u8891	袑	9		
\u8893	袓	9		
\u8895	袕	9		
\u8898	袘	9		
\u8899	袙	9		
\u889a	袚	9		
\u889b	袛	9		
\u889e	袞	9		
\u889f	袟	9		
\u88a1	袡	9		
\u88a7	袧	9		
\u88a8	袨	9		
\u88ac	袬	9		
\u88b2	袲	9		
\u88b6	袶	9		
\u88b8	袸	9		
\u88b9	袹	9		
\u88ba	袺	9		
\u88bd	袽	9		
\u88be	袾	9		
\u88c0	裀	9		
\u88ca	裊	9		
\u88cb	裋	9		
\u88cc	裌	9		
\u88cd	裍	9		
\u88d0	裐	9		
\u88d6	裖	9		
\u88d7	裗	9		
\u88da	裚	9		
\u88db	裛	9		
\u88de	裞	9		
\u88e7	裧	9		
\u88eb	裫	9		
\u88ec	裬	9		
\u88ee	裮	9		
\u88ef	裯	9		
\u88f2	裲	9		
\u88f6	裶	9		
\u88f7	裷	9		
